state,county,age_group,gender,date,cases,deaths,recovered
Baden-Wuerttemberg,LK Alb-Donau-Kreis,00-04,F,2020-03-27,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,00-04,F,2020-03-28,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,00-04,F,2020-04-03,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,00-04,M,2020-04-05,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,00-04,M,2020-05-18,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,00-04,M,2020-07-27,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,00-04,M,2020-08-12,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,00-04,M,2020-08-23,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,00-04,M,2020-09-20,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-03-17,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-03-25,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-03-26,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-03-29,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-03-31,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-04-01,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-04-09,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-04-17,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-04-27,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-05-11,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-05-23,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-08-17,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-08-26,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-08-29,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-09-05,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-09-07,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-09-17,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-09-20,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-09-21,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-09-23,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-09-24,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-09-25,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-09-27,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-10-01,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-10-08,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-10-09,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,F,2020-10-10,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-03-26,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-03-30,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-04-01,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-05-23,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-07-22,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-08-12,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-08-18,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-08-27,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-08-29,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-09-05,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-09-10,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-09-18,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-09-20,3,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-09-21,2,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-09-24,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-09-25,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-10-01,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-10-02,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,05-14,M,2020-10-09,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-03-14,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-03-15,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-03-16,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-03-18,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-03-19,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-03-20,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-03-21,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-03-23,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-03-24,5,0,5
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-03-25,5,0,5
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-03-26,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-03-27,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-03-28,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-03-29,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-03-30,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-03-31,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-01,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-02,4,0,4
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-03,4,0,4
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-04,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-05,4,0,4
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-07,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-08,5,0,5
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-09,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-10,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-12,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-14,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-15,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-16,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-17,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-18,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-22,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-24,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-25,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-04-29,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-05-07,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-05-08,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-05-11,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-05-12,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-05-18,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-05-19,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-06-26,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-06-28,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-07-07,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-07-14,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-07-20,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-07-26,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-07-28,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-08-08,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-08-11,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-08-12,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-08-18,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-08-19,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-08-20,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-08-21,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-08-22,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-08-25,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-08-27,4,0,4
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-08-29,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-08-30,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-09-01,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-09-02,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-09-04,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-09-05,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-09-07,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-09-08,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-09-09,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-09-12,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-09-15,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-09-24,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-09-25,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-09-26,2,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-09-28,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-09-29,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-09-30,2,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-10-01,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-10-07,2,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-10-08,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-10-09,2,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,F,2020-10-11,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-03-04,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-03-20,4,0,4
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-03-23,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-03-24,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-03-25,4,0,4
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-03-26,9,0,9
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-03-27,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-03-29,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-03-30,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-03-31,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-04-01,4,0,4
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-04-02,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-04-03,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-04-04,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-04-05,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-04-08,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-04-09,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-04-10,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-04-11,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-04-13,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-04-14,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-04-16,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-04-18,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-04-23,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-04-27,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-04-29,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-05-12,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-05-16,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-05-19,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-06-05,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-06-16,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-06-28,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-06-29,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-07-02,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-07-04,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-07-08,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-07-10,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-07-14,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-07-16,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-07-19,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-07-22,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-07-24,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-08-05,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-08-06,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-08-08,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-08-13,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-08-14,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-08-16,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-08-19,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-08-20,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-08-21,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-08-23,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-08-24,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-08-26,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-08-27,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-08-29,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-09-04,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-09-05,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-09-07,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-09-08,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-09-09,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-09-10,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-09-12,4,0,4
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-09-15,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-09-17,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-09-18,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-09-19,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-09-22,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-09-23,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-09-24,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-09-29,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-10-01,3,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-10-03,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-10-06,3,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-10-07,3,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-10-08,3,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-10-10,2,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-10-11,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,15-34,M,2020-10-12,1,0,0
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-03-11,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-03-13,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-03-14,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-03-17,3,0,3
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-03-18,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-03-19,2,0,2
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-03-20,5,0,5
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-03-22,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-03-23,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-03-24,7,0,7
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-03-25,10,0,10
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-03-26,10,0,10
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-03-27,6,0,6
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-03-28,7,0,7
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-03-29,7,0,7
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-03-30,5,0,5
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-03-31,1,0,1
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-04-01,5,0,5
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-04-02,5,0,5
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-04-03,10,0,10
Baden-Wuerttemberg,LK Alb-Donau-Kreis,35-59,F,2020-04-04,1,0,1
